tile_id,if1_center_hz,bw_hz,rf_center_hz,lo1_hz,lo1_mode,lo1_vco_div,lo1_drive_dbm,lo1_pad_db,lo1_side,lo2_hz,lo2_mode,lo2_vco_div,lo2_drive_dbm,lo2_pad_db,lo2_side,spur_margin_db,margin,brittleness_db_per_step,lock_time_ms_tile,if2_center_hz,if2_bw_hz,if2_model_type,rf_bpf_id,desired_stage1_tuple,desired_stage2_tuple,notes
182,1400000000.0,400000000.0,27700000000.0,6050000000.0,fracN,1,1.0,0.0,low,20250000000.0,fracN,1,14.0,0.0,low,4.800000011920929,4.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
183,1400000000.0,400000000.0,27800000000.0,6050000000.0,fracN,1,1.0,0.0,low,20350000000.0,fracN,1,14.0,0.0,low,4.949652791023254,4.949652791023254,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
184,1400000000.0,400000000.0,27900000000.0,6050000000.0,fracN,1,1.0,0.0,low,20450000000.0,fracN,1,14.0,0.0,low,5.448948383331299,5.448948383331299,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
185,1400000000.0,400000000.0,28000000000.0,6050000000.0,fracN,1,1.0,0.0,low,20550000000.0,fracN,1,14.0,0.0,low,9.790091037750244,9.790091037750244,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
186,1400000000.0,400000000.0,28100000000.0,6050000000.0,fracN,1,1.0,0.0,low,20650000000.0,fracN,1,14.0,0.0,low,19.0,19.0,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
187,1400000000.0,400000000.0,28200000000.0,6050000000.0,fracN,1,1.0,0.0,low,20750000000.0,fracN,1,14.0,0.0,low,16.210935592651367,16.210935592651367,0.07570457458496094,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
188,1400000000.0,400000000.0,28300000000.0,6050000000.0,fracN,1,1.0,0.0,low,20850000000.0,fracN,1,14.0,0.0,low,8.411911010742188,8.411911010742188,0.07489299774169922,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
189,1400000000.0,400000000.0,28400000000.0,6050000000.0,fracN,1,1.0,0.0,low,20950000000.0,fracN,1,14.0,0.0,low,2.606299877166748,2.606299877166748,0.024999618530273438,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
190,1400000000.0,400000000.0,28500000000.0,6050000000.0,fracN,1,1.0,0.0,low,21050000000.0,fracN,1,14.0,0.0,low,1.3006044626235962,1.3006044626235962,0.003999948501586914,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
191,1400000000.0,400000000.0,28600000000.0,6050000000.0,fracN,1,1.0,0.0,low,21150000000.0,fracN,1,14.0,0.0,low,1.0003044605255127,1.0003044605255127,0.001999974250793457,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
192,1400000000.0,400000000.0,28700000000.0,6050000000.0,fracN,1,1.0,0.0,low,21250000000.0,fracN,1,14.0,0.0,low,0.8003066778182983,0.8003066778182983,0.00030666589736938477,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
193,1400000000.0,400000000.0,28800000000.0,6050000000.0,fracN,1,1.0,0.0,low,21350000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
194,1400000000.0,400000000.0,28900000000.0,6050000000.0,fracN,1,1.0,0.0,low,21450000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0016888976097106934,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
195,1400000000.0,400000000.0,29000000000.0,6050000000.0,fracN,1,1.0,0.0,low,21550000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
196,1400000000.0,400000000.0,29100000000.0,6050000000.0,fracN,1,1.0,0.0,low,21650000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
197,1400000000.0,400000000.0,29200000000.0,6050000000.0,fracN,1,1.0,0.0,low,21750000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
198,1400000000.0,400000000.0,29300000000.0,6050000000.0,fracN,1,1.0,0.0,low,21850000000.0,fracN,1,14.0,0.0,low,0.5006399750709534,0.5006399750709534,0.0006399750709533691,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
199,1400000000.0,400000000.0,29400000000.0,6050000000.0,fracN,1,1.0,0.0,low,21950000000.0,fracN,1,14.0,0.0,low,0.5,0.5,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
200,1400000000.0,400000000.0,29500000000.0,6050000000.0,fracN,1,1.0,0.0,low,22050000000.0,fracN,1,14.0,0.0,low,0.6993511319160461,0.6993511319160461,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
201,1400000000.0,400000000.0,29600000000.0,6050000000.0,fracN,1,1.0,0.0,low,22150000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
202,1400000000.0,400000000.0,29700000000.0,6050000000.0,fracN,1,1.0,0.0,low,22250000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
203,1400000000.0,400000000.0,29800000000.0,6050000000.0,fracN,1,1.0,0.0,low,22350000000.0,fracN,1,14.0,0.0,low,19.0,19.0,18.30000001192093,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
204,1400000000.0,400000000.0,29900000000.0,6050000000.0,fracN,1,1.0,0.0,low,22450000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
205,1400000000.0,400000000.0,30000000000.0,6050000000.0,fracN,1,1.0,0.0,low,22550000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
206,1400000000.0,400000000.0,30100000000.0,6050000000.0,fracN,1,1.0,0.0,low,22650000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
207,1400000000.0,400000000.0,30200000000.0,6050000000.0,fracN,1,1.0,0.0,low,22750000000.0,fracN,1,14.0,0.0,low,0.7996600270271301,0.7996600270271301,0.0013200044631958008,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
208,1400000000.0,400000000.0,30300000000.0,6050000000.0,fracN,1,1.0,0.0,low,22850000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
209,1400000000.0,400000000.0,30400000000.0,6050000000.0,fracN,1,1.0,0.0,low,22950000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
210,1400000000.0,400000000.0,30500000000.0,6050000000.0,fracN,1,1.0,0.0,low,23050000000.0,fracN,1,14.0,0.0,low,0.8996533155441284,0.8996533155441284,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
211,1400000000.0,400000000.0,30600000000.0,6050000000.0,fracN,1,1.0,0.0,low,23150000000.0,fracN,1,14.0,0.0,low,1.1993021965026855,1.1993021965026855,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
212,1400000000.0,400000000.0,30700000000.0,6050000000.0,fracN,1,1.0,0.0,low,23250000000.0,fracN,1,14.0,0.0,low,1.5989466905593872,1.5989466905593872,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
213,1400000000.0,400000000.0,30800000000.0,6050000000.0,fracN,1,1.0,0.0,low,23350000000.0,fracN,1,14.0,0.0,low,4.392933368682861,4.392933368682861,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
214,1400000000.0,400000000.0,30900000000.0,6050000000.0,fracN,1,1.0,0.0,low,23450000000.0,fracN,1,14.0,0.0,low,10.587911605834961,10.587911605834961,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
215,1400000000.0,400000000.0,31000000000.0,6050000000.0,fracN,1,1.0,0.0,low,23550000000.0,fracN,1,14.0,0.0,low,0.005447519713186466,0.005447519713186466,0.034000396728515625,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
216,1450000000.0,400000000.0,27500000000.0,6000000000.0,fracN,1,1.0,0.0,low,20050000000.0,fracN,1,14.0,0.0,low,4.699999988079071,4.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
217,1450000000.0,400000000.0,27600000000.0,6000000000.0,fracN,1,1.0,0.0,low,20150000000.0,fracN,1,14.0,0.0,low,4.750340580940247,4.750340580940247,0.003000020980834961,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
218,1450000000.0,400000000.0,27700000000.0,6000000000.0,fracN,1,1.0,0.0,low,20250000000.0,fracN,1,14.0,0.0,low,4.800000011920929,4.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
219,1450000000.0,400000000.0,27800000000.0,6000000000.0,fracN,1,1.0,0.0,low,20350000000.0,fracN,1,14.0,0.0,low,4.949652791023254,4.949652791023254,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
220,1450000000.0,400000000.0,27900000000.0,6000000000.0,fracN,1,1.0,0.0,low,20450000000.0,fracN,1,14.0,0.0,low,5.448948383331299,5.448948383331299,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
221,1450000000.0,400000000.0,28000000000.0,6000000000.0,fracN,1,1.0,0.0,low,20550000000.0,fracN,1,14.0,0.0,low,9.790091037750244,9.790091037750244,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
222,1450000000.0,400000000.0,28100000000.0,6000000000.0,fracN,1,1.0,0.0,low,20650000000.0,fracN,1,14.0,0.0,low,13.699999988079071,13.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
223,1450000000.0,400000000.0,28200000000.0,6000000000.0,fracN,1,1.0,0.0,low,20750000000.0,fracN,1,14.0,0.0,low,13.699999988079071,13.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
224,1450000000.0,400000000.0,28300000000.0,6000000000.0,fracN,1,1.0,0.0,low,20850000000.0,fracN,1,14.0,0.0,low,8.411911010742188,8.411911010742188,0.07489299774169922,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
225,1450000000.0,400000000.0,28400000000.0,6000000000.0,fracN,1,1.0,0.0,low,20950000000.0,fracN,1,14.0,0.0,low,2.606299877166748,2.606299877166748,0.024999618530273438,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
226,1450000000.0,400000000.0,28500000000.0,6000000000.0,fracN,1,1.0,0.0,low,21050000000.0,fracN,1,14.0,0.0,low,1.3006044626235962,1.3006044626235962,0.003999948501586914,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
227,1450000000.0,400000000.0,28600000000.0,6000000000.0,fracN,1,1.0,0.0,low,21150000000.0,fracN,1,14.0,0.0,low,1.0003044605255127,1.0003044605255127,0.001999974250793457,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
228,1450000000.0,400000000.0,28700000000.0,6000000000.0,fracN,1,1.0,0.0,low,21250000000.0,fracN,1,14.0,0.0,low,0.8003066778182983,0.8003066778182983,0.00030666589736938477,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
229,1450000000.0,400000000.0,28800000000.0,6000000000.0,fracN,1,1.0,0.0,low,21350000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
230,1450000000.0,400000000.0,28900000000.0,6000000000.0,fracN,1,1.0,0.0,low,21450000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0016888976097106934,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
231,1450000000.0,400000000.0,29000000000.0,6000000000.0,fracN,1,1.0,0.0,low,21550000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
232,1450000000.0,400000000.0,29100000000.0,6000000000.0,fracN,1,1.0,0.0,low,21650000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
233,1450000000.0,400000000.0,29200000000.0,6000000000.0,fracN,1,1.0,0.0,low,21750000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
234,1450000000.0,400000000.0,29300000000.0,6000000000.0,fracN,1,1.0,0.0,low,21850000000.0,fracN,1,14.0,0.0,low,0.5006399750709534,0.5006399750709534,0.0006399750709533691,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
235,1450000000.0,400000000.0,29400000000.0,6000000000.0,fracN,1,1.0,0.0,low,21950000000.0,fracN,1,14.0,0.0,low,0.5,0.5,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
236,1450000000.0,400000000.0,29500000000.0,6000000000.0,fracN,1,1.0,0.0,low,22050000000.0,fracN,1,14.0,0.0,low,0.6993511319160461,0.6993511319160461,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
237,1450000000.0,400000000.0,29600000000.0,6000000000.0,fracN,1,1.0,0.0,low,22150000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
238,1450000000.0,400000000.0,29700000000.0,6000000000.0,fracN,1,1.0,0.0,low,22250000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
239,1450000000.0,400000000.0,29800000000.0,6000000000.0,fracN,1,1.0,0.0,low,22350000000.0,fracN,1,14.0,0.0,low,13.699999988079071,13.699999988079071,13.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
240,1450000000.0,400000000.0,29900000000.0,6000000000.0,fracN,1,1.0,0.0,low,22450000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
241,1450000000.0,400000000.0,30000000000.0,6000000000.0,fracN,1,1.0,0.0,low,22550000000.0,fracN,1,14.0,0.0,low,0.4876159689365238,0.4876159689365238,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
242,1450000000.0,400000000.0,30100000000.0,6000000000.0,fracN,1,1.0,0.0,low,22650000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
243,1450000000.0,400000000.0,30200000000.0,6000000000.0,fracN,1,1.0,0.0,low,22750000000.0,fracN,1,14.0,0.0,low,0.7996600270271301,0.7996600270271301,0.0013200044631958008,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
244,1450000000.0,400000000.0,30300000000.0,6000000000.0,fracN,1,1.0,0.0,low,22850000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
245,1450000000.0,400000000.0,30400000000.0,6000000000.0,fracN,1,1.0,0.0,low,22950000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
246,1450000000.0,400000000.0,30500000000.0,6000000000.0,fracN,1,1.0,0.0,low,23050000000.0,fracN,1,14.0,0.0,low,0.8996533155441284,0.8996533155441284,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
247,1450000000.0,400000000.0,30600000000.0,6000000000.0,fracN,1,1.0,0.0,low,23150000000.0,fracN,1,14.0,0.0,low,1.1993021965026855,1.1993021965026855,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
248,1450000000.0,400000000.0,30700000000.0,6000000000.0,fracN,1,1.0,0.0,low,23250000000.0,fracN,1,14.0,0.0,low,1.5989466905593872,1.5989466905593872,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
249,1450000000.0,400000000.0,30800000000.0,6000000000.0,fracN,1,1.0,0.0,low,23350000000.0,fracN,1,14.0,0.0,low,4.392933368682861,4.392933368682861,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
250,1450000000.0,400000000.0,30900000000.0,6000000000.0,fracN,1,1.0,0.0,low,23450000000.0,fracN,1,14.0,0.0,low,10.587911605834961,10.587911605834961,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
251,1450000000.0,400000000.0,31000000000.0,6000000000.0,fracN,1,1.0,0.0,low,23550000000.0,fracN,1,14.0,0.0,low,0.005447519713186466,0.005447519713186466,0.034000396728515625,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
252,1500000000.0,400000000.0,27500000000.0,5950000000.0,fracN,1,1.0,0.0,low,20050000000.0,fracN,1,14.0,0.0,low,4.699999988079071,4.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
253,1500000000.0,400000000.0,27600000000.0,5950000000.0,fracN,1,1.0,0.0,low,20150000000.0,fracN,1,14.0,0.0,low,4.750340580940247,4.750340580940247,0.003000020980834961,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
254,1500000000.0,400000000.0,27700000000.0,5950000000.0,fracN,1,1.0,0.0,low,20250000000.0,fracN,1,14.0,0.0,low,4.800000011920929,4.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
255,1500000000.0,400000000.0,27800000000.0,5950000000.0,fracN,1,1.0,0.0,low,20350000000.0,fracN,1,14.0,0.0,low,4.949652791023254,4.949652791023254,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
256,1500000000.0,400000000.0,27900000000.0,5950000000.0,fracN,1,1.0,0.0,low,20450000000.0,fracN,1,14.0,0.0,low,5.448948383331299,5.448948383331299,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
257,1500000000.0,400000000.0,28000000000.0,5950000000.0,fracN,1,1.0,0.0,low,20550000000.0,fracN,1,14.0,0.0,low,9.790091037750244,9.790091037750244,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
258,1500000000.0,400000000.0,28100000000.0,5950000000.0,fracN,1,1.0,0.0,low,20650000000.0,fracN,1,14.0,0.0,low,13.75031167268753,13.75031167268753,0.0009999871253967285,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
259,1500000000.0,400000000.0,28200000000.0,5950000000.0,fracN,1,1.0,0.0,low,20750000000.0,fracN,1,14.0,0.0,low,13.699999988079071,13.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
260,1500000000.0,400000000.0,28300000000.0,5950000000.0,fracN,1,1.0,0.0,low,20850000000.0,fracN,1,14.0,0.0,low,8.411911010742188,8.411911010742188,0.07489299774169922,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
261,1500000000.0,400000000.0,28400000000.0,5950000000.0,fracN,1,1.0,0.0,low,20950000000.0,fracN,1,14.0,0.0,low,2.606299877166748,2.606299877166748,0.024999618530273438,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
262,1500000000.0,400000000.0,28500000000.0,5950000000.0,fracN,1,1.0,0.0,low,21050000000.0,fracN,1,14.0,0.0,low,1.3006044626235962,1.3006044626235962,0.003999948501586914,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
263,1500000000.0,400000000.0,28600000000.0,5950000000.0,fracN,1,1.0,0.0,low,21150000000.0,fracN,1,14.0,0.0,low,1.0003044605255127,1.0003044605255127,0.001999974250793457,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
264,1500000000.0,400000000.0,28700000000.0,5950000000.0,fracN,1,1.0,0.0,low,21250000000.0,fracN,1,14.0,0.0,low,0.8003066778182983,0.8003066778182983,0.00030666589736938477,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
265,1500000000.0,400000000.0,28800000000.0,5950000000.0,fracN,1,1.0,0.0,low,21350000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
266,1500000000.0,400000000.0,28900000000.0,5950000000.0,fracN,1,1.0,0.0,low,21450000000.0,fracN,1,14.0,0.0,low,0.800000011920929,0.800000011920929,0.0016888976097106934,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
267,1500000000.0,400000000.0,29000000000.0,5950000000.0,fracN,1,1.0,0.0,low,21550000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
268,1500000000.0,400000000.0,29100000000.0,5950000000.0,fracN,1,1.0,0.0,low,21650000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
269,1500000000.0,400000000.0,29200000000.0,5950000000.0,fracN,1,1.0,0.0,low,21750000000.0,fracN,1,14.0,0.0,low,0.699999988079071,0.699999988079071,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
270,1500000000.0,400000000.0,29300000000.0,5950000000.0,fracN,1,1.0,0.0,low,21850000000.0,fracN,1,14.0,0.0,low,0.5006399750709534,0.5006399750709534,0.0006399750709533691,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
271,1500000000.0,400000000.0,29400000000.0,5950000000.0,fracN,1,1.0,0.0,low,21950000000.0,fracN,1,14.0,0.0,low,0.5,0.5,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
272,1500000000.0,400000000.0,29500000000.0,5950000000.0,fracN,1,1.0,0.0,low,22050000000.0,fracN,1,14.0,0.0,low,0.6993511319160461,0.6993511319160461,0.0,3.0,7450000000.0,400000000.0,symmetric_powerlaw,RF_S21_28to31GHz.csv,"(1, 1)","(1, 1)",
